test,lang,id,iter,secs-startup,secs,kb,lines,date
ackermann,bash, ,10,-1.004,-1,-1,13, 09/30/2004
ackermann,bash, ,6,61.916,61.92,3836,13, 09/30/2004
ackermann,bash, ,7,-1.004,-1,-1,13, 09/30/2004
ackermann,bash, ,8,-1.004,-1,-1,13, 09/30/2004
ackermann,bash, ,9,-1.004,-1,-1,13, 09/30/2004
ackermann,bigloo, ,10,0.396,0.40,7252,11, 09/30/2004
ackermann,bigloo, ,6,0.006,0.01,6212,11, 09/30/2004
ackermann,bigloo, ,7,0.006,0.01,7092,11, 09/30/2004
ackermann,bigloo, ,8,0.016,0.02,7108,11, 09/30/2004
ackermann,bigloo, ,9,0.086,0.09,7108,11, 09/30/2004
ackermann,chicken, ,10,0.403,0.41,1160,11, 09/30/2004
ackermann,chicken, ,6,0.003,0.01,0,11, 09/30/2004
ackermann,chicken, ,7,0.003,0.01,1156,11, 09/30/2004
ackermann,chicken, ,8,0.023,0.03,1036,11, 09/30/2004
ackermann,chicken, ,9,0.083,0.09,1032,11, 09/30/2004
ackermann,ciao, ,10,-2,-2,-2,12, 09/30/2004
ackermann,ciao, ,6,-2,-2,-2,12, 09/30/2004
ackermann,ciao, ,7,-2,-2,-2,12, 09/30/2004
ackermann,ciao, ,8,-2,-2,-2,12, 09/30/2004
ackermann,ciao, ,9,-2,-2,-2,12, 09/30/2004
ackermann,clean, ,10,0.277,0.28,6760,10, 09/30/2004
ackermann,clean, ,6,0.007,0.01,6356,10, 09/30/2004
ackermann,clean, ,7,0.007,0.01,6696,10, 09/30/2004
ackermann,clean, ,8,0.027,0.03,6704,10, 09/30/2004
ackermann,clean, ,9,0.077,0.08,6700,10, 09/30/2004
ackermann,cmucl, ,10,0.822,0.85,11872,12, 09/30/2004
ackermann,cmucl, ,6,0.012,0.04,7332,12, 09/30/2004
ackermann,cmucl, ,7,0.012,0.04,7572,12, 09/30/2004
ackermann,cmucl, ,8,0.042,0.07,7584,12, 09/30/2004
ackermann,cmucl, ,9,0.172,0.20,7436,12, 09/30/2004
ackermann,csharp, ,10,1.155,1.25,14372,10, 09/30/2004
ackermann,csharp, ,6,0.025,0.12,14120,10, 09/30/2004
ackermann,csharp, ,7,0.035,0.13,7484,10, 09/30/2004
ackermann,csharp, ,8,0.085,0.18,14440,10, 09/30/2004
ackermann,csharp, ,9,0.275,0.37,14768,10, 09/30/2004
ackermann,curry, ,10,74.11,74.11,15472,0, 09/30/2004
ackermann,curry, ,6,0.28,0.28,15084,0, 09/30/2004
ackermann,curry, ,7,1.1,1.10,15096,0, 09/30/2004
ackermann,curry, ,8,4.42,4.42,15140,0, 09/30/2004
ackermann,curry, ,9,18.04,18.04,15280,0, 09/30/2004
ackermann,dlang, ,10,0.53,0.53,724,8, 09/30/2004
ackermann,dlang, ,6,0,0.00,0,8, 09/30/2004
ackermann,dlang, ,7,0.01,0.01,520,8, 09/30/2004
ackermann,dlang, ,8,0.03,0.03,536,8, 09/30/2004
ackermann,dlang, ,9,0.12,0.12,524,8, 09/30/2004
ackermann,elastic, ,10,-2.007,-2,-2,0, 09/30/2004
ackermann,elastic, ,6,-2.007,-2,-2,0, 09/30/2004
ackermann,elastic, ,7,-2.007,-2,-2,0, 09/30/2004
ackermann,elastic, ,8,-2.007,-2,-2,0, 09/30/2004
ackermann,elastic, ,9,-2.007,-2,-2,0, 09/30/2004
ackermann,erlang, ,10,3.02,3.24,4540,9, 09/30/2004
ackermann,erlang, ,6,0.01,0.23,5112,9, 09/30/2004
ackermann,erlang, ,7,0.04,0.26,4880,9, 09/30/2004
ackermann,erlang, ,8,0.19,0.41,5008,9, 09/30/2004
ackermann,erlang, ,9,0.76,0.98,5112,9, 09/30/2004
ackermann,felix, ,10,4.326,4.33,1576,10, 09/30/2004
ackermann,felix, ,6,0.006,0.01,0,10, 09/30/2004
ackermann,felix, ,7,0.016,0.02,888,10, 09/30/2004
ackermann,felix, ,8,0.066,0.07,896,10, 09/30/2004
ackermann,felix, ,9,0.436,0.44,1188,10, 09/30/2004
ackermann,fpascal, ,10,0.919,0.92,356,17, 09/30/2004
ackermann,fpascal, ,6,0.009,0.01,0,17, 09/30/2004
ackermann,fpascal, ,7,0.019,0.02,224,17, 09/30/2004
ackermann,fpascal, ,8,0.059,0.06,224,17, 09/30/2004
ackermann,fpascal, ,9,0.219,0.22,284,17, 09/30/2004
ackermann,g95, ,10,1.09,1.09,768,20, 09/30/2004
ackermann,g95, ,6,0.01,0.01,0,20, 09/30/2004
ackermann,g95, ,7,0.02,0.02,464,20, 09/30/2004
ackermann,g95, ,8,0.05,0.05,464,20, 09/30/2004
ackermann,g95, ,9,0.23,0.23,596,20, 09/30/2004
ackermann,gawk, ,10,62.568,62.57,10152,8, 09/30/2004
ackermann,gawk, ,6,0.608,0.61,1644,8, 09/30/2004
ackermann,gawk, ,7,3.068,3.07,2692,8, 09/30/2004
ackermann,gawk, ,8,13.878,13.88,4784,8, 09/30/2004
ackermann,gawk, ,9,59.458,59.46,8964,8, 09/30/2004
ackermann,gcc, ,10,0.408,0.41,508,9, 09/30/2004
ackermann,gcc, ,6,-0.002,0.00,328,9, 09/30/2004
ackermann,gcc, ,7,0.008,0.01,340,9, 09/30/2004
ackermann,gcc, ,8,0.018,0.02,364,9, 09/30/2004
ackermann,gcc, ,9,0.088,0.09,412,9, 09/30/2004
ackermann,gcc,2,10,0.148,0.15,348,54, 09/30/2004
ackermann,gcc,2,6,-0.002,0.00,320,54, 09/30/2004
ackermann,gcc,2,7,-0.002,0.00,320,54, 09/30/2004
ackermann,gcc,2,8,0.008,0.01,324,54, 09/30/2004
ackermann,gcc,2,9,0.038,0.04,332,54, 09/30/2004
ackermann,gcj, ,10,2.689,2.85,10572,7, 09/30/2004
ackermann,gcj, ,6,0.019,0.18,6064,7, 09/30/2004
ackermann,gcj, ,7,0.039,0.20,3884,7, 09/30/2004
ackermann,gcj, ,8,0.149,0.31,10364,7, 09/30/2004
ackermann,gcj, ,9,0.629,0.79,10432,7, 09/30/2004
ackermann,gcl, ,10,16.393,16.42,67604,12, 09/30/2004
ackermann,gcl, ,6,0.043,0.07,3444,12, 09/30/2004
ackermann,gcl, ,7,0.143,0.17,2404,12, 09/30/2004
ackermann,gcl, ,8,0.803,0.83,17596,12, 09/30/2004
ackermann,gcl, ,9,3.573,3.60,38708,12, 09/30/2004
ackermann,gforth, ,10,3.488,3.50,828,14, 09/30/2004
ackermann,gforth, ,6,0.018,0.03,3920,14, 09/30/2004
ackermann,gforth, ,7,0.058,0.07,744,14, 09/30/2004
ackermann,gforth, ,8,0.218,0.23,780,14, 09/30/2004
ackermann,gforth, ,9,0.878,0.89,800,14, 09/30/2004
ackermann,ghc, ,10,0.397,0.40,804,7, 09/30/2004
ackermann,ghc, ,6,0.007,0.01,0,7, 09/30/2004
ackermann,ghc, ,7,0.007,0.01,688,7, 09/30/2004
ackermann,ghc, ,8,0.027,0.03,688,7, 09/30/2004
ackermann,ghc, ,9,0.097,0.10,688,7, 09/30/2004
ackermann,gij, ,10,95.011,95.17,18496,7, 09/30/2004
ackermann,gij, ,6,0.181,0.34,10840,7, 09/30/2004
ackermann,gij, ,7,1.091,1.25,11384,7, 09/30/2004
ackermann,gij, ,8,5.571,5.73,12464,7, 09/30/2004
ackermann,gij, ,9,25.831,25.99,14604,7, 09/30/2004
ackermann,gnat, ,10,0.425,0.43,1240,30, 09/30/2004
ackermann,gnat, ,6,0.005,0.01,0,30, 09/30/2004
ackermann,gnat, ,7,0.005,0.01,0,30, 09/30/2004
ackermann,gnat, ,8,0.025,0.03,1080,30, 09/30/2004
ackermann,gnat, ,9,0.095,0.10,1080,30, 09/30/2004
ackermann,gpp, ,10,0.406,0.41,956,8, 09/30/2004
ackermann,gpp, ,6,0.006,0.01,548,8, 09/30/2004
ackermann,gpp, ,7,0.006,0.01,792,8, 09/30/2004
ackermann,gpp, ,8,0.026,0.03,804,8, 09/30/2004
ackermann,gpp, ,9,0.086,0.09,792,8, 09/30/2004
ackermann,gprolog, ,10,-2.009,-2,-2,15, 09/30/2004
ackermann,gprolog, ,6,-2.009,-2,-2,15, 09/30/2004
ackermann,gprolog, ,7,-2.009,-2,-2,15, 09/30/2004
ackermann,gprolog, ,8,-2.009,-2,-2,15, 09/30/2004
ackermann,gprolog, ,9,-2.009,-2,-2,15, 09/30/2004
ackermann,gst, ,10,-2.085,-2,-2,12, 09/30/2004
ackermann,gst, ,6,-2.085,-2,-2,12, 09/30/2004
ackermann,gst, ,7,-2.085,-2,-2,12, 09/30/2004
ackermann,gst, ,8,-2.085,-2,-2,12, 09/30/2004
ackermann,gst, ,9,-2.085,-2,-2,12, 09/30/2004
ackermann,guile, ,10,57.29,57.34,4704,9, 09/30/2004
ackermann,guile, ,6,0.23,0.28,2016,9, 09/30/2004
ackermann,guile, ,7,0.95,1.00,2060,9, 09/30/2004
ackermann,guile, ,8,4.13,4.18,2140,9, 09/30/2004
ackermann,guile, ,9,17.09,17.14,2632,9, 09/30/2004
ackermann,gwydion, ,10,0.496,0.51,2024,12, 09/30/2004
ackermann,gwydion, ,6,0.006,0.02,1884,12, 09/30/2004
ackermann,gwydion, ,7,0.006,0.02,1832,12, 09/30/2004
ackermann,gwydion, ,8,0.026,0.04,1828,12, 09/30/2004
ackermann,gwydion, ,9,0.106,0.12,1840,12, 09/30/2004
ackermann,hipe, ,10,1.009,1.23,5172,9, 09/30/2004
ackermann,hipe, ,6,-0.001,0.22,4840,9, 09/30/2004
ackermann,hipe, ,7,0.00900000000000001,0.23,4556,9, 09/30/2004
ackermann,hipe, ,8,0.049,0.27,4956,9, 09/30/2004
ackermann,hipe, ,9,0.249,0.47,5180,9, 09/30/2004
ackermann,hugs, ,10,-2.262,-2,-2,7, 09/30/2004
ackermann,hugs, ,6,-2.262,-2,-2,7, 09/30/2004
ackermann,hugs, ,7,-2.262,-2,-2,7, 09/30/2004
ackermann,hugs, ,8,-2.262,-2,-2,7, 09/30/2004
ackermann,hugs, ,9,-2.262,-2,-2,7, 09/30/2004
ackermann,icc, ,10,0.779,0.78,11500,9, 09/30/2004
ackermann,icc, ,6,-0.001,0.00,11380,9, 09/30/2004
ackermann,icc, ,7,0.009,0.01,11388,9, 09/30/2004
ackermann,icc, ,8,0.049,0.05,11404,9, 09/30/2004
ackermann,icc, ,9,0.189,0.19,11436,9, 09/30/2004
ackermann,icc,2,10,0.149,0.15,11428,54, 09/30/2004
ackermann,icc,2,6,-0.001,0.00,11368,54, 09/30/2004
ackermann,icc,2,7,-0.001,0.00,11372,54, 09/30/2004
ackermann,icc,2,8,0.009,0.01,11380,54, 09/30/2004
ackermann,icc,2,9,0.039,0.04,11396,54, 09/30/2004
ackermann,icon, ,10,63.489,63.50,3236,11, 09/30/2004
ackermann,icon, ,6,0.239,0.25,16192,11, 09/30/2004
ackermann,icon, ,7,0.929,0.94,15712,11, 09/30/2004
ackermann,icon, ,8,3.709,3.72,15724,11, 09/30/2004
ackermann,icon, ,9,15.179,15.19,14588,11, 09/30/2004
ackermann,icpp, ,10,0.739,0.74,452,8, 09/30/2004
ackermann,icpp, ,6,-0.001,0.00,4356,8, 09/30/2004
ackermann,icpp, ,7,0.009,0.01,340,8, 09/30/2004
ackermann,icpp, ,8,0.049,0.05,344,8, 09/30/2004
ackermann,icpp, ,9,0.179,0.18,388,8, 09/30/2004
ackermann,ifc, ,10,1.142,1.15,1680,39, 09/30/2004
ackermann,ifc, ,6,0.002,0.01,1512,39, 09/30/2004
ackermann,ifc, ,7,0.012,0.02,1448,39, 09/30/2004
ackermann,ifc, ,8,0.052,0.06,1436,39, 09/30/2004
ackermann,ifc, ,9,0.242,0.25,1548,39, 09/30/2004
ackermann,java, ,10,0.364,0.53,8824,7, 09/30/2004
ackermann,java, ,6,0.054,0.22,8768,7, 09/30/2004
ackermann,java, ,7,0.054,0.22,8776,7, 09/30/2004
ackermann,java, ,8,0.074,0.24,8756,7, 09/30/2004
ackermann,java, ,9,0.134,0.30,8792,7, 09/30/2004
ackermann,kaffe, ,10,-2.178,-2,-2,7, 09/30/2004
ackermann,kaffe, ,6,-2.178,-2,-2,7, 09/30/2004
ackermann,kaffe, ,7,-2.178,-2,-2,7, 09/30/2004
ackermann,kaffe, ,8,-2.178,-2,-2,7, 09/30/2004
ackermann,kaffe, ,9,-2.178,-2,-2,7, 09/30/2004
ackermann,lua, ,10,-2.004,-2,-2,11, 09/30/2004
ackermann,lua, ,6,0.096,0.10,848,11, 09/30/2004
ackermann,lua, ,7,0.346,0.35,968,11, 09/30/2004
ackermann,lua, ,8,1.386,1.39,1032,11, 09/30/2004
ackermann,lua, ,9,-2.004,-2,-2,11, 09/30/2004
ackermann,mawk, ,10,33.848,33.85,1880,8, 09/30/2004
ackermann,mawk, ,6,0.088,0.09,544,8, 09/30/2004
ackermann,mawk, ,7,0.378,0.38,632,8, 09/30/2004
ackermann,mawk, ,8,1.568,1.57,816,8, 09/30/2004
ackermann,mawk, ,9,7.338,7.34,1172,8, 09/30/2004
ackermann,mercury, ,10,0.331,0.35,5172,36, 09/30/2004
ackermann,mercury, ,6,0.001,0.02,3604,36, 09/30/2004
ackermann,mercury, ,7,0.001,0.02,3932,36, 09/30/2004
ackermann,mercury, ,8,0.021,0.04,3212,36, 09/30/2004
ackermann,mercury, ,9,0.081,0.10,3612,36, 09/30/2004
ackermann,mlton, ,10,0.378,0.38,672,16, 09/30/2004
ackermann,mlton, ,6,0.008,0.01,0,16, 09/30/2004
ackermann,mlton, ,7,0.008,0.01,0,16, 09/30/2004
ackermann,mlton, ,8,0.028,0.03,584,16, 09/30/2004
ackermann,mlton, ,9,0.098,0.10,596,16, 09/30/2004
ackermann,mzc, ,10,43.891,43.98,5576,0, 09/30/2004
ackermann,mzc, ,6,0.111,0.20,3628,0, 09/30/2004
ackermann,mzc, ,7,0.441,0.53,3756,0, 09/30/2004
ackermann,mzc, ,8,1.991,2.08,4000,0, 09/30/2004
ackermann,mzc, ,9,9.571,9.66,4500,0, 09/30/2004
ackermann,mzscheme, ,10,66.79,66.88,6220,0, 09/30/2004
ackermann,mzscheme, ,6,0.5,0.59,4048,0, 09/30/2004
ackermann,mzscheme, ,7,1.27,1.36,4128,0, 09/30/2004
ackermann,mzscheme, ,8,4.29,4.38,4732,0, 09/30/2004
ackermann,mzscheme, ,9,16.81,16.90,5052,0, 09/30/2004
ackermann,newlisp, ,10,90.905,90.91,3956,10, 09/30/2004
ackermann,newlisp, ,6,0.175,0.18,872,10, 09/30/2004
ackermann,newlisp, ,7,0.785,0.79,1088,10, 09/30/2004
ackermann,newlisp, ,8,4.005,4.01,1504,10, 09/30/2004
ackermann,newlisp, ,9,19.865,19.87,2316,10, 09/30/2004
ackermann,nhc98, ,10,-2.002,-2,-2,7, 09/30/2004
ackermann,nhc98, ,6,-2.002,-2,-2,7, 09/30/2004
ackermann,nhc98, ,7,-2.002,-2,-2,7, 09/30/2004
ackermann,nhc98, ,8,-2.002,-2,-2,7, 09/30/2004
ackermann,nhc98, ,9,-2.002,-2,-2,7, 09/30/2004
ackermann,nice, ,10,0.715,1.00,12988,16, 09/30/2004
ackermann,nice, ,6,0.175,0.46,13208,16, 09/30/2004
ackermann,nice, ,7,0.185,0.47,11824,16, 09/30/2004
ackermann,nice, ,8,0.255,0.54,11856,16, 09/30/2004
ackermann,nice, ,9,0.545,0.83,11948,16, 09/30/2004
ackermann,oberon2, ,10,0.411,0.42,1316,14, 09/30/2004
ackermann,oberon2, ,6,0.001,0.01,0,14, 09/30/2004
ackermann,oberon2, ,7,0.011,0.02,1184,14, 09/30/2004
ackermann,oberon2, ,8,0.021,0.03,696,14, 09/30/2004
ackermann,oberon2, ,9,0.081,0.09,1180,14, 09/30/2004
ackermann,objc, ,10,0.388,0.39,596,9, 09/30/2004
ackermann,objc, ,6,-0.002,0.00,476,9, 09/30/2004
ackermann,objc, ,7,0.008,0.01,484,9, 09/30/2004
ackermann,objc, ,8,0.028,0.03,500,9, 09/30/2004
ackermann,objc, ,9,0.088,0.09,532,9, 09/30/2004
ackermann,ocaml, ,10,0.288,0.29,552,6, 09/30/2004
ackermann,ocaml, ,6,-0.002,0.00,0,6, 09/30/2004
ackermann,ocaml, ,7,0.008,0.01,0,6, 09/30/2004
ackermann,ocaml, ,8,0.018,0.02,508,6, 09/30/2004
ackermann,ocaml, ,9,0.078,0.08,508,6, 09/30/2004
ackermann,ocamlb, ,10,7.355,7.36,1016,6, 09/30/2004
ackermann,ocamlb, ,6,0.035,0.04,712,6, 09/30/2004
ackermann,ocamlb, ,7,0.115,0.12,712,6, 09/30/2004
ackermann,ocamlb, ,8,0.455,0.46,792,6, 09/30/2004
ackermann,ocamlb, ,9,1.825,1.83,900,6, 09/30/2004
ackermann,oz, ,10,8.887,8.94,4548,20, 09/30/2004
ackermann,oz, ,6,0.037,0.09,2896,20, 09/30/2004
ackermann,oz, ,7,0.127,0.18,4476,20, 09/30/2004
ackermann,oz, ,8,0.517,0.57,4296,20, 09/30/2004
ackermann,oz, ,9,2.077,2.13,4276,20, 09/30/2004
ackermann,perl, ,10,144.985,144.99,448096,9, 09/30/2004
ackermann,perl, ,6,0.305,0.31,2996,9, 09/30/2004
ackermann,perl, ,7,1.525,1.53,8528,9, 09/30/2004
ackermann,perl, ,8,7.445,7.45,29912,9, 09/30/2004
ackermann,perl, ,9,33.795,33.80,114064,9, 09/30/2004
ackermann,perl,2,10,0.645,0.65,10304,11, 09/30/2004
ackermann,perl,2,6,0.065,0.07,1976,11, 09/30/2004
ackermann,perl,2,7,0.105,0.11,1600,11, 09/30/2004
ackermann,perl,2,8,0.175,0.18,1576,11, 09/30/2004
ackermann,perl,2,9,0.335,0.34,5284,11, 09/30/2004
ackermann,php, ,10,-1.027,-1,-1,9, 09/30/2004
ackermann,php, ,6,0.963,0.99,4072,9, 09/30/2004
ackermann,php, ,7,4.693,4.72,4756,9, 09/30/2004
ackermann,php, ,8,20.933,20.96,6116,9, 09/30/2004
ackermann,php, ,9,89.883,89.91,8840,9, 09/30/2004
ackermann,pike, ,10,23.077,23.20,17864,7, 09/30/2004
ackermann,pike, ,6,0.057,0.18,17368,7, 09/30/2004
ackermann,pike, ,7,0.237,0.36,16616,7, 09/30/2004
ackermann,pike, ,8,0.967,1.09,16724,7, 09/30/2004
ackermann,pike, ,9,4.657,4.78,17116,7, 09/30/2004
ackermann,poly, ,10,-2,-2,-2,23, 09/30/2004
ackermann,poly, ,6,-2,-2,-2,23, 09/30/2004
ackermann,poly, ,7,-2,-2,-2,23, 09/30/2004
ackermann,poly, ,8,-2,-2,-2,23, 09/30/2004
ackermann,poly, ,9,-2,-2,-2,23, 09/30/2004
ackermann,pop11, ,10,-2.01,-2,-2,19, 09/30/2004
ackermann,pop11, ,6,-2.01,-2,-2,19, 09/30/2004
ackermann,pop11, ,7,-2.01,-2,-2,19, 09/30/2004
ackermann,pop11, ,8,-2.01,-2,-2,19, 09/30/2004
ackermann,pop11, ,9,-2.01,-2,-2,19, 09/30/2004
ackermann,poplisp, ,10,-2.039,-2,-2,10, 09/30/2004
ackermann,poplisp, ,6,-2.039,-2,-2,10, 09/30/2004
ackermann,poplisp, ,7,-2.039,-2,-2,10, 09/30/2004
ackermann,poplisp, ,8,-2.039,-2,-2,10, 09/30/2004
ackermann,poplisp, ,9,-2.039,-2,-2,10, 09/30/2004
ackermann,psyco, ,10,1.79,1.85,2928,13, 09/30/2004
ackermann,psyco, ,6,-0.01,0.05,2444,13, 09/30/2004
ackermann,psyco, ,7,0.01,0.07,1604,13, 09/30/2004
ackermann,psyco, ,8,0.09,0.15,1680,13, 09/30/2004
ackermann,psyco, ,9,0.42,0.48,2832,13, 09/30/2004
ackermann,python, ,10,125.943,125.97,7752,13, 09/30/2004
ackermann,python, ,6,0.193,0.22,2372,13, 09/30/2004
ackermann,python, ,7,1.093,1.12,2732,13, 09/30/2004
ackermann,python, ,8,5.913,5.94,3460,13, 09/30/2004
ackermann,python, ,9,27.993,28.02,4892,13, 09/30/2004
ackermann,rep, ,10,-2.013,-2,-2,10, 09/30/2004
ackermann,rep, ,6,0.067,0.08,1004,10, 09/30/2004
ackermann,rep, ,7,0.327,0.34,1376,10, 09/30/2004
ackermann,rep, ,8,1.837,1.85,1900,10, 09/30/2004
ackermann,rep, ,9,-2.013,-2,-2,10, 09/30/2004
ackermann,ruby, ,10,-2.011,-2,-2,11, 09/30/2004
ackermann,ruby, ,6,1.039,1.05,4604,11, 09/30/2004
ackermann,ruby, ,7,4.609,4.62,7820,11, 09/30/2004
ackermann,ruby, ,8,-2.011,-2,-2,11, 09/30/2004
ackermann,ruby, ,9,-2.011,-2,-2,11, 09/30/2004
ackermann,sablevm, ,10,12.113,12.20,4984,7, 09/30/2004
ackermann,sablevm, ,6,0.093,0.18,4576,7, 09/30/2004
ackermann,sablevm, ,7,0.223,0.31,4608,7, 09/30/2004
ackermann,sablevm, ,8,0.773,0.86,4712,7, 09/30/2004
ackermann,sablevm, ,9,2.993,3.08,4808,7, 09/30/2004
ackermann,sbcl, ,10,0.689,0.74,10500,12, 09/30/2004
ackermann,sbcl, ,6,-0.000999999999999994,0.05,3996,12, 09/30/2004
ackermann,sbcl, ,7,0.009,0.06,3892,12, 09/30/2004
ackermann,sbcl, ,8,0.039,0.09,3424,12, 09/30/2004
ackermann,sbcl, ,9,0.159,0.21,10364,12, 09/30/2004
ackermann,se, ,10,0.908,0.91,536,30, 09/30/2004
ackermann,se, ,6,0.008,0.01,388,30, 09/30/2004
ackermann,se, ,7,0.018,0.02,400,30, 09/30/2004
ackermann,se, ,8,0.048,0.05,400,30, 09/30/2004
ackermann,se, ,9,0.208,0.21,456,30, 09/30/2004
ackermann,slang, ,10,-2.004,-2,-2,12, 09/30/2004
ackermann,slang, ,6,0.146,0.15,4092,12, 09/30/2004
ackermann,slang, ,7,0.826,0.83,1488,12, 09/30/2004
ackermann,slang, ,8,4.186,4.19,2140,12, 09/30/2004
ackermann,slang, ,9,-2.004,-2,-2,12, 09/30/2004
ackermann,smlnj, ,10,1.344,1.40,2924,12, 09/30/2004
ackermann,smlnj, ,6,0.004,0.06,2768,12, 09/30/2004
ackermann,smlnj, ,7,0.014,0.07,2748,12, 09/30/2004
ackermann,smlnj, ,8,0.054,0.11,2352,12, 09/30/2004
ackermann,smlnj, ,9,0.234,0.29,3924,12, 09/30/2004
ackermann,stalin, ,10,1.468,1.47,1072,16, 09/30/2004
ackermann,stalin, ,6,0.008,0.01,0,16, 09/30/2004
ackermann,stalin, ,7,0.018,0.02,708,16, 09/30/2004
ackermann,stalin, ,8,0.068,0.07,708,16, 09/30/2004
ackermann,stalin, ,9,0.218,0.22,864,16, 09/30/2004
ackermann,tcl, ,10,66.571,66.58,9796,12, 09/30/2004
ackermann,tcl, ,6,0.451,0.46,2096,12, 09/30/2004
ackermann,tcl, ,7,2.331,2.34,2900,12, 09/30/2004
ackermann,tcl, ,8,11.011,11.02,4508,12, 09/30/2004
ackermann,tcl, ,9,48.201,48.21,7676,12, 09/30/2004
ackermann,xemacs, ,10,-2.427,-2,-2,0, 09/30/2004
ackermann,xemacs, ,6,-0.087,0.34,6520,0, 09/30/2004
ackermann,xemacs, ,7,0.223,0.65,6688,0, 09/30/2004
ackermann,xemacs, ,8,1.893,2.32,7044,0, 09/30/2004
ackermann,xemacs, ,9,-2.427,-2,-2,0, 09/30/2004
ary,bash, ,3000,-1.004,-1,-1,23, 09/30/2004
ary,bash, ,5000,-1.004,-1,-1,23, 09/30/2004
ary,bash, ,7000,-1.004,-1,-1,23, 09/30/2004
ary,bash, ,9000,-1.004,-1,-1,23, 09/30/2004
ary,bigloo, ,3000,0.016,0.02,2760,18, 09/30/2004
ary,bigloo, ,5000,0.016,0.02,2776,18, 09/30/2004
ary,bigloo, ,7000,0.026,0.03,2792,18, 09/30/2004
ary,bigloo, ,9000,0.036,0.04,2808,18, 09/30/2004
ary,chicken, ,3000,0.073,0.08,1052,18, 09/30/2004
ary,chicken, ,5000,0.113,0.12,1048,18, 09/30/2004
ary,chicken, ,7000,0.163,0.17,1056,18, 09/30/2004
ary,chicken, ,9000,0.213,0.22,1064,18, 09/30/2004
ary,clean, ,3000,0.017,0.02,2352,18, 09/30/2004
ary,clean, ,5000,0.017,0.02,2392,18, 09/30/2004
ary,clean, ,7000,0.027,0.03,2432,18, 09/30/2004
ary,clean, ,9000,0.037,0.04,2468,18, 09/30/2004
ary,cmucl, ,3000,0.052,0.08,3096,18, 09/30/2004
ary,cmucl, ,5000,0.082,0.11,3156,18, 09/30/2004
ary,cmucl, ,7000,0.112,0.14,3040,18, 09/30/2004
ary,cmucl, ,9000,0.152,0.18,3184,18, 09/30/2004
ary,csharp, ,3000,0.085,0.18,10800,13, 09/30/2004
ary,csharp, ,5000,0.125,0.22,9684,13, 09/30/2004
ary,csharp, ,7000,0.165,0.26,10840,13, 09/30/2004
ary,csharp, ,9000,0.215,0.31,9968,13, 09/30/2004
ary,dlang, ,3000,0.03,0.03,2360,11, 09/30/2004
ary,dlang, ,5000,0.04,0.04,2376,11, 09/30/2004
ary,dlang, ,7000,0.06,0.06,2392,11, 09/30/2004
ary,dlang, ,9000,0.07,0.07,2408,11, 09/30/2004
ary,erlang, ,3000,-2.22,-2,-2,26, 09/30/2004
ary,erlang, ,5000,-2.22,-2,-2,26, 09/30/2004
ary,erlang, ,7000,-2.22,-2,-2,26, 09/30/2004
ary,erlang, ,9000,-2.22,-2,-2,26, 09/30/2004
ary,felix, ,3000,0.026,0.03,2680,19, 09/30/2004
ary,felix, ,5000,0.046,0.05,2696,19, 09/30/2004
ary,felix, ,7000,0.056,0.06,2708,19, 09/30/2004
ary,felix, ,9000,0.076,0.08,2724,19, 09/30/2004
ary,fpascal, ,3000,0.169,0.17,2120,29, 09/30/2004
ary,fpascal, ,5000,0.289,0.29,2132,29, 09/30/2004
ary,fpascal, ,7000,0.399,0.40,2148,29, 09/30/2004
ary,fpascal, ,9000,0.519,0.52,2164,29, 09/30/2004
ary,g95, ,3000,0.03,0.03,5936,20, 09/30/2004
ary,g95, ,5000,0.05,0.05,2380,20, 09/30/2004
ary,g95, ,7000,0.07,0.07,2404,20, 09/30/2004
ary,g95, ,9000,0.09,0.09,2460,20, 09/30/2004
ary,gawk, ,3000,8.288,8.29,5940,8, 09/30/2004
ary,gawk, ,5000,13.408,13.41,3336,8, 09/30/2004
ary,gawk, ,7000,19.488,19.49,3648,8, 09/30/2004
ary,gawk, ,9000,25.498,25.50,2120,8, 09/30/2004
ary,gcc, ,3000,0.008,0.01,0,17, 09/30/2004
ary,gcc, ,5000,0.008,0.01,0,17, 09/30/2004
ary,gcc, ,7000,0.008,0.01,360,17, 09/30/2004
ary,gcc, ,9000,0.018,0.02,376,17, 09/30/2004
ary,gcj, ,3000,0.019,0.18,10276,13, 09/30/2004
ary,gcj, ,5000,0.019,0.18,4388,13, 09/30/2004
ary,gcj, ,7000,0.029,0.19,4400,13, 09/30/2004
ary,gcj, ,9000,0.039,0.20,4360,13, 09/30/2004
ary,gcl, ,3000,-1.027,-1,-1,18, 09/30/2004
ary,gcl, ,5000,-1.027,-1,-1,18, 09/30/2004
ary,gcl, ,7000,-1.027,-1,-1,18, 09/30/2004
ary,gcl, ,9000,-1.027,-1,-1,18, 09/30/2004
ary,gforth, ,3000,0.168,0.18,6268,11, 09/30/2004
ary,gforth, ,5000,0.268,0.28,5976,11, 09/30/2004
ary,gforth, ,7000,0.378,0.39,5992,11, 09/30/2004
ary,gforth, ,9000,0.488,0.50,6004,11, 09/30/2004
ary,ghc, ,3000,0.077,0.08,6004,21, 09/30/2004
ary,ghc, ,5000,0.127,0.13,6064,21, 09/30/2004
ary,ghc, ,7000,0.297,0.30,6180,21, 09/30/2004
