binarytrees,sbcl,2,12,553,0.432,21320,0,%,0
binarytrees,sbcl,2,14,553,0.948,28260,0,%,0
binarytrees,sbcl,2,16,553,3.72,36324,0,%,0
fannkuch,sbcl,2,9,624,0.32,17244,0,%,0
fannkuch,sbcl,2,10,624,0.872,17292,0,%,0
fannkuch,sbcl,2,11,624,7.7,17344,0,%,0
fasta,sbcl,1,250000,1419,0.62,16824,0,%,0
fasta,sbcl,1,2500000,1419,3.848,16824,0,%,0
fasta,sbcl,1,25000000,1419,36.23,16824,0,%,0
hello,sbcl,1,1,68,0.272,17656,0,%,0
hello,sbcl,1,200,68,45.835,17844,0,%,0
knucleotide,sbcl,1,10000,850,0.716,27504,0,%,0
knucleotide,sbcl,1,100000,850,4.852,44724,0,%,0
knucleotide,sbcl,1,1000000,850,44.527,53604,0,%,0
knucleotide,sbcl,4,10000,1435,0.488,23112,0,%,0
knucleotide,sbcl,4,100000,1435,2.476,37060,0,%,0
knucleotide,sbcl,4,1000000,1435,20.805,53228,0,%,0
mandelbrot,sbcl,2,120,653,0.28,16736,0,%,0
mandelbrot,sbcl,2,600,653,0.512,16764,0,%,0
mandelbrot,sbcl,2,3000,653,6.228,17840,0,%,0
nbody,sbcl,1,200000,1363,0.492,16952,0,%,0
nbody,sbcl,1,2000000,1363,2.508,16952,0,%,0
nbody,sbcl,1,20000000,1363,22.529,16952,0,%,0
nsieve,sbcl,2,7,351,0.96,24256,0,%,0
nsieve,sbcl,2,8,351,1.74,27488,0,%,0
nsieve,sbcl,2,9,351,3.312,37488,0,%,0
nsievebits,sbcl,2,9,376,1.468,17900,0,%,0
nsievebits,sbcl,2,10,376,3.44,18992,0,%,0
nsievebits,sbcl,2,11,376,7.568,21180,0,%,0
partialsums,sbcl,1,25000,688,0,0,-2,%,0
partialsums,sbcl,1,250000,688,0,0,-2,%,0
partialsums,sbcl,1,2500000,688,0,0,-2,%,0
partialsums,sbcl,2,25000,505,0.316,16844,0,%,0
partialsums,sbcl,2,250000,505,0.684,16956,0,%,0
partialsums,sbcl,2,2500000,505,4.392,16944,0,%,0
pidigits,sbcl,2,500,645,0.48,27000,0,%,0
pidigits,sbcl,2,1500,645,2.208,28236,0,%,0
pidigits,sbcl,2,2500,645,6,32876,0,%,0
recursive,sbcl,3,3,523,0.316,16864,0,%,0
recursive,sbcl,3,7,523,0.604,16920,0,%,0
recursive,sbcl,3,11,523,8.449,17460,0,%,0
regexdna,sbcl,1,100000,586,2.436,63328,0,%,0
regexdna,sbcl,1,300000,586,6.62,191332,0,%,0
regexdna,sbcl,1,500000,586,10.881,276452,0,%,0
revcomp,sbcl,1,25000,896,0.284,16748,0,%,0
revcomp,sbcl,1,250000,896,0.388,16832,0,%,0
revcomp,sbcl,1,2500000,896,1.4,38828,0,%,0
spectralnorm,sbcl,1,500,625,0.488,16996,0,%,0
spectralnorm,sbcl,1,3000,625,7.928,17824,0,%,0
spectralnorm,sbcl,1,5500,625,26.05,18652,0,%,0
sumcol,sbcl,1,1000,340,0.72,16724,0,%,0
sumcol,sbcl,1,11000,340,5.188,16724,0,%,0
sumcol,sbcl,1,21000,340,9.605,16724,0,%,0
sumcol,sbcl,2,1000,341,0.392,16764,0,%,0
sumcol,sbcl,2,11000,341,1.448,16764,0,%,0
sumcol,sbcl,2,21000,341,2.508,16764,0,%,0
sumcol,sbcl,3,1000,142,2.372,27352,0,%,0
sumcol,sbcl,3,11000,142,23.165,28424,0,%,0
sumcol,sbcl,3,21000,142,44.039,29408,0,%,0
sumcol,sbcl,4,1000,167,0.844,26576,0,%,0
sumcol,sbcl,4,11000,167,6.336,26712,0,%,0
sumcol,sbcl,4,21000,167,11.829,26848,0,%,0
