binarytrees,hipe,1,12,441,0.508,5144,0,%,0
binarytrees,hipe,1,14,441,1.544,6712,0,%,0
binarytrees,hipe,1,16,441,5.508,18784,0,%,0
chameneosredux,hipe,1,60000,717,0,0,-2,%,0
chameneosredux,hipe,1,600000,717,0,0,-2,%,0
chameneosredux,hipe,1,6000000,717,0,0,-2,%,0
fannkuch,hipe,1,9,594,3.848,4528,0,%,0
fannkuch,hipe,1,10,594,41.763,4460,0,%,0
fannkuch,hipe,1,11,594,510.94,4476,0,%,0
fannkuch,hipe,2,9,678,0.64,4864,0,%,0
fannkuch,hipe,2,10,678,5.124,4920,0,%,0
fannkuch,hipe,2,11,678,108.083,4824,0,%,0
fasta,hipe,1,250000,1039,3.016,5332,0,%,0
fasta,hipe,1,2500000,1039,28.094,4468,0,%,0
fasta,hipe,1,25000000,1039,281.078,5396,0,%,0
fasta,hipe,2,250000,1164,1.76,4636,0,%,0
fasta,hipe,2,2500000,1164,15.517,4516,0,%,0
fasta,hipe,2,25000000,1164,155.006,4444,0,%,0
hello,hipe,1,1,103,0.232,3164,0,%,0
hello,hipe,1,50,103,9.985,6576,0,%,0
hello,hipe,1,100,103,19.913,9708,0,%,0
hello,hipe,1,150,103,29.854,8652,0,%,0
hello,hipe,1,200,103,39.83,6600,0,%,0
knucleotide,hipe,2,10000,889,0.88,9668,0,%,0
knucleotide,hipe,2,100000,889,5.456,16984,0,%,0
knucleotide,hipe,2,1000000,889,46.811,77276,0,%,0
mandelbrot,hipe,1,400,554,0.8,4516,0,%,0
mandelbrot,hipe,1,600,554,1.5,4464,0,%,0
mandelbrot,hipe,1,3000,554,32.586,4564,0,%,0
nbody,hipe,3,200000,1399,1.604,4496,0,%,0
nbody,hipe,3,2000000,1399,14.073,4480,0,%,0
nbody,hipe,3,20000000,1399,135.704,4480,0,%,0
nsieve,hipe,1,8,320,10.777,263188,0,%,0
nsieve,hipe,1,9,320,24.062,474728,0,%,0
nsieve,hipe,1,10,320,0,0,-2,%,0
nsieve,hipe,2,8,340,0,0,-2,%,0
nsieve,hipe,2,9,340,0,0,-2,%,0
nsieve,hipe,2,10,340,0,0,-2,%,0
nsieve,hipe,3,8,363,0,0,-2,%,0
nsieve,hipe,3,9,363,0,0,-2,%,0
nsieve,hipe,3,10,363,0,0,-2,%,0
nsievebits,hipe,2,9,414,2.78,5372,0,%,0
nsievebits,hipe,2,10,414,6.104,6336,0,%,0
nsievebits,hipe,2,11,414,13.213,8212,0,%,0
partialsums,hipe,1,25000,488,0.288,4412,0,%,0
partialsums,hipe,1,250000,488,0.936,4420,0,%,0
partialsums,hipe,1,2500000,488,7.356,4416,0,%,0
pidigits,hipe,1,1500,559,1.48,4892,0,%,0
pidigits,hipe,1,2500,559,4.048,5856,0,%,0
pidigits,hipe,1,5000,559,19.081,6336,0,%,0
recursive,hipe,1,3,356,1.172,4448,0,%,0
recursive,hipe,1,7,356,6.752,4488,0,%,0
recursive,hipe,1,11,356,49.887,4652,0,%,0
recursive,hipe,2,3,392,0,0,-2,%,0
recursive,hipe,2,7,392,0,0,-2,%,0
recursive,hipe,2,11,392,0,0,-2,%,0
regexdna,hipe,3,100000,687,21.789,28176,0,%,0
regexdna,hipe,3,300000,687,64.904,73436,0,%,0
regexdna,hipe,3,500000,687,109.435,131072,0,%,0
revcomp,hipe,2,25000,452,0.572,7688,0,%,0
revcomp,hipe,2,250000,452,4.084,38704,0,%,0
revcomp,hipe,2,2500000,452,46.039,330204,0,%,0
spectralnorm,hipe,1,500,507,0,0,-2,%,0
spectralnorm,hipe,1,3000,507,0,0,-2,%,0
spectralnorm,hipe,1,5500,507,0,0,-2,%,0
spectralnorm,hipe,2,500,547,0,0,-2,%,0
spectralnorm,hipe,2,3000,547,0,0,-2,%,0
spectralnorm,hipe,2,5500,547,0,0,-2,%,0
sumcol,hipe,1,1000,171,22.253,23500,0,%,0
sumcol,hipe,1,11000,171,280.046,67300,0,%,0
sumcol,hipe,1,21000,171,605.506,110268,0,%,0
sumcol,hipe,2,1000,353,0,0,-2,%,0
sumcol,hipe,2,11000,353,0,0,-2,%,0
sumcol,hipe,2,21000,353,0,0,-2,%,0
threadring,hipe,1,100000,273,0.252,5224,0,%,0
threadring,hipe,1,1000000,273,0.556,5324,0,%,0
threadring,hipe,1,10000000,273,3.54,5788,0,%,0
