binarytrees,objc,1,12,746,0.764,3128,0,%,0
binarytrees,objc,1,14,746,3.86,3132,0,%,0
binarytrees,objc,1,16,746,18.189,6684,0,%,0
binarytrees,objc,2,12,759,0.8,3124,0,%,0
binarytrees,objc,2,14,759,3.832,3132,0,%,0
binarytrees,objc,2,16,759,18.165,6684,0,%,0
fannkuch,objc,1,9,664,0.076,3096,0,%,0
fannkuch,objc,1,10,664,0.644,516,0,%,0
fannkuch,objc,1,11,664,7.664,3096,0,%,0
fasta,objc,1,250000,1314,0.184,3148,0,%,0
fasta,objc,1,2500000,1314,1.496,3148,0,%,0
fasta,objc,1,25000000,1314,14.649,3148,0,%,0
hello,objc,1,1,93,0.044,3156,0,%,0
hello,objc,1,50,93,0.172,3136,0,%,0
hello,objc,1,100,93,0.3,3140,0,%,0
hello,objc,1,150,93,0.424,3140,0,%,0
hello,objc,1,200,93,0.556,3140,0,%,0
nbody,objc,1,200000,1489,0.196,3096,0,%,0
nbody,objc,1,2000000,1489,1.76,3100,0,%,0
nbody,objc,1,20000000,1489,17.381,3100,0,%,0
pidigits,objc,1,1500,745,0.228,620,0,%,0
pidigits,objc,1,2500,745,0.608,3148,0,%,0
pidigits,objc,1,5000,745,2.872,3148,0,%,0
recursive,objc,1,3,538,0.112,3108,0,%,0
recursive,objc,1,7,538,0.64,564,0,%,0
recursive,objc,1,11,538,20.753,3160,0,%,0
revcomp,objc,1,25000,778,0.04,3104,0,%,0
revcomp,objc,1,250000,778,0.1,3104,0,%,0
revcomp,objc,1,2500000,778,0.64,13056,0,%,0
spectralnorm,objc,1,500,552,0.516,18528,0,%,0
spectralnorm,objc,1,3000,552,17.225,18528,0,%,0
spectralnorm,objc,1,5500,552,57.792,18528,0,%,0
sumcol,objc,1,1000,272,0.26,14908,0,%,0
sumcol,objc,1,11000,272,2.592,14908,0,%,0
sumcol,objc,1,21000,272,4.904,14908,0,%,0
