name,lang,id,n,size(B),cpu(s),mem(KB),status,load,elapsed(s)
binarytrees,bigforth,1,16,585,17.461,8964,0,%,0.000
binarytrees,bigloo,1,16,522,10.077,14660,0,%,0.000
binarytrees,chicken,1,16,493,19.425,32844,0,%,0.000
binarytrees,clean,1,16,626,4.244,16876,0,%,0.000
binarytrees,clean,3,16,627,4.120,16876,0,%,0.000
binarytrees,cmucl,2,16,551,3.300,24796,0,%,0.000
binarytrees,csharp,1,16,610,12.249,20496,0,%,0.000
binarytrees,cyc,1,16,707,0.000,0,-2,%,0.000
binarytrees,dlang,1,16,511,21.985,17600,0,%,0.000
binarytrees,dlang,2,16,705,4.928,4732,0,%,0.000
binarytrees,erlang,1,16,441,15.225,16620,0,%,0.000
binarytrees,fpascal,1,16,769,3.908,4172,0,%,0.000
binarytrees,fpascal,2,16,629,4.336,4176,0,%,0.000
binarytrees,fsharp,1,16,8,0.000,0,-2,%,0.000
binarytrees,g95,1,16,826,48.899,10736,0,%,0.000
binarytrees,gcc,1,16,706,4.232,4520,0,%,0.000
binarytrees,gcc,2,16,743,1.500,4504,0,%,0.000
binarytrees,gcj,2,16,603,7.564,35564,0,%,0.000
binarytrees,gcl,2,16,551,0.000,0,-2,%,0.000
binarytrees,gdc,1,16,511,4.664,4800,0,%,0.000
binarytrees,gdc,2,16,705,4.664,4800,0,%,0.000
binarytrees,gforth,1,16,562,13.261,4884,0,%,0.000
binarytrees,gfortran,1,16,826,5.720,4680,0,%,0.000
binarytrees,ghc,4,16,510,3.952,6112,0,%,0.000
binarytrees,gij,2,16,603,0.000,0,-2,%,0.000
binarytrees,gnat,1,16,955,5.404,7348,0,%,0.000
binarytrees,gpp,1,16,778,0.560,1664,0,%,0.000
binarytrees,gpp,2,16,541,5.912,7000,0,%,0.000
binarytrees,groovy,1,16,519,0.000,0,-2,%,0.000
binarytrees,gst,1,16,729,0.000,0,-2,%,0.000
binarytrees,gwydion,1,16,601,6.832,22232,0,%,0.000
binarytrees,hipe,1,16,441,5.508,18784,0,%,0.000
binarytrees,hugs,4,16,510,0.000,0,-2,%,0.000
binarytrees,icc,1,16,706,0.000,0,-2,%,0.000
binarytrees,icc,2,16,743,0.000,0,-2,%,0.000
binarytrees,icon,1,16,526,132.188,17588,0,%,0.000
binarytrees,icpp,1,16,778,0.000,0,-2,%,0.000
binarytrees,icpp,2,16,541,0.000,0,-2,%,0.000
binarytrees,ifc,1,16,826,5.636,5848,0,%,0.000
binarytrees,io,1,16,400,3607.789,108776,0,%,0.000
binarytrees,iron,1,16,377,0.000,0,-2,%,0.000
binarytrees,iron,3,16,418,88.082,55680,0,%,0.000
binarytrees,java,2,16,603,7.556,24012,0,%,0.000
binarytrees,java14,2,16,603,7.460,22408,0,%,0.000
binarytrees,javaclient,2,16,603,8.621,28228,0,%,0.000
binarytrees,javascript,1,16,467,86.485,147048,0,%,0.000
binarytrees,javaxint,2,16,603,23.481,20344,0,%,0.000
binarytrees,jsc,1,16,467,152.162,214572,0,%,0.000
binarytrees,kaffe,2,16,603,0.000,0,-2,%,0.000
binarytrees,lisaac,1,16,8,0.000,0,-2,%,0.000
binarytrees,lua,3,16,470,61.140,35228,0,%,0.000
binarytrees,mlton,2,16,530,3.228,33624,0,%,0.000
binarytrees,mzscheme,1,16,482,10.157,35364,0,%,0.000
binarytrees,nhc98,4,16,510,0.000,0,-2,%,0.000
binarytrees,nice,1,16,485,10.249,32696,0,%,0.000
binarytrees,objc,1,16,746,18.189,6684,0,%,0.000
binarytrees,objc,2,16,759,18.165,6684,0,%,0.000
binarytrees,ocaml,1,16,469,6.148,8484,0,%,0.000
binarytrees,ocaml,3,16,502,2.160,10364,0,%,0.000
binarytrees,ocaml,4,16,504,2.696,11612,0,%,0.000
binarytrees,ocamlb,1,16,469,18.693,8712,0,%,0.000
binarytrees,ocamlb,3,16,502,10.761,10580,0,%,0.000
binarytrees,ocamlb,4,16,504,14.813,11960,0,%,0.000
binarytrees,ooc,1,16,755,5.396,479728,0,%,0.000
binarytrees,oz,1,16,479,27.394,28908,0,%,0.000
binarytrees,parrot,1,16,788,138.433,59960,0,%,0.000
binarytrees,perl,1,16,481,224.062,37588,0,%,0.000
binarytrees,php,2,16,493,201.013,82456,0,%,0.000
binarytrees,pike,1,16,520,73.477,17728,0,%,0.000
binarytrees,psyco,3,16,431,37.390,16772,0,%,0.000
binarytrees,python,1,16,377,56.196,16220,0,%,0.000
binarytrees,python,3,16,418,90.930,16024,0,%,0.000
binarytrees,ruby,2,16,409,157.390,48752,0,%,0.000
binarytrees,sablevm,2,16,603,0.000,0,-2,%,0.000
binarytrees,sbcl,2,16,553,4.252,28664,0,%,0.000
