name,lang,id,n,size(B),cpu(s),mem(KB),status,load,elapsed(s)
binarytrees,clang,9,12,1103,0.020,0,0,67% 67% 50% 50%,0.026
binarytrees,clang,9,16,1103,0.630,0,0,95% 70% 90% 85%,0.200
binarytrees,clang,9,20,1103,14.330,228988,0,87% 90% 91% 93%,3.977
binarytrees,llvmgcc,5,12,963,0.140,0,0,83% 80% 80% 80%,0.054
binarytrees,llvmgcc,5,16,963,3.240,17616,0,93% 93% 91% 93%,0.892
binarytrees,llvmgcc,5,20,963,74.860,450060,0,87% 97% 92% 96%,20.231
binarytrees,ghc,1,12,512,0.080,0,0,33% 67% 40% 20%,0.056
binarytrees,ghc,1,16,512,3.500,22384,0,31% 36% 34% 100%,1.480
binarytrees,ghc,1,20,512,120.340,308048,0,45% 71% 68% 50%,42.805
binarytrees,gcc,1,12,706,0.060,0,0,0% 0% 0% 100%,0.065
binarytrees,gcc,1,16,706,1.500,8520,0,0% 0% 100% 3%,1.503
binarytrees,gcc,1,20,706,35.110,131544,0,0% 0% 0% 100%,35.130
binarytrees,fsharp,2,12,685,0.870,17292,0,0% 0% 96% 3%,0.882
binarytrees,fsharp,2,16,685,2.690,52184,0,53% 0% 1% 43%,2.695
binarytrees,fsharp,2,20,685,75.430,351648,0,5% 0% 89% 4%,75.437
binarytrees,llvmgcc,9,12,1103,0.010,0,0,100% 50% 50% 0%,0.016
binarytrees,llvmgcc,9,16,1103,0.650,0,0,95% 84% 95% 75%,0.193
binarytrees,llvmgcc,9,20,1103,14.630,229128,0,90% 94% 87% 92%,4.050
binarytrees,gcc,7,12,850,0.040,0,0,50% 67% 67% 33%,0.028
binarytrees,gcc,7,16,850,0.850,492,0,66% 92% 81% 96%,0.238
binarytrees,gcc,7,20,850,14.430,150960,0,51% 44% 66% 74%,5.703
binarytrees,ghc,4,12,604,0.080,0,0,100% 0% 75% 100%,0.035
binarytrees,ghc,4,16,604,5.000,48244,0,78% 79% 85% 98%,1.481
binarytrees,ghc,4,20,604,396.010,768408,0,99% 95% 95% 95%,103.213
binarytrees,ghc,2,12,512,0.070,0,0,20% 20% 17% 80%,0.050
binarytrees,ghc,2,16,512,3.500,22408,0,32% 38% 100% 39%,1.475
binarytrees,ghc,2,20,512,118.210,308272,0,48% 74% 59% 58%,42.085
binarytrees,clang,7,12,850,0.040,0,0,0% 0% 100% 0%,0.044
binarytrees,clang,7,16,850,0.890,6824,0,0% 0% 1% 100%,0.897
binarytrees,clang,7,20,850,18.250,149384,0,0% 0% 100% 0%,18.264
binarytrees,llvmgcc,7,12,850,0.070,0,0,50% 50% 50% 100%,0.037
binarytrees,llvmgcc,7,16,850,1.090,488,0,82% 90% 100% 85%,0.303
binarytrees,llvmgcc,7,20,850,19.710,150960,0,58% 49% 86% 69%,7.047
binarytrees,java,2,12,603,0.130,0,0,7% 25% 92% 17%,0.119
binarytrees,java,2,16,603,0.820,147236,0,16% 29% 93% 22%,0.680
binarytrees,java,2,20,603,13.140,489088,0,11% 23% 78% 12%,10.513
binarytrees,fsharp,3,12,756,0.670,15508,0,0% 0% 99% 1%,0.678
binarytrees,fsharp,3,16,756,2.200,46864,0,61% 0% 0% 36%,2.204
binarytrees,fsharp,3,20,756,52.440,377532,0,81% 0% 0% 17%,52.459
binarytrees,gcc,9,12,1103,0.000,0,0,50% 0% 50% 50%,0.019
binarytrees,gcc,9,16,1103,0.300,0,0,54% 69% 92% 54%,0.127
binarytrees,gcc,9,20,1103,9.490,228984,0,82% 67% 99% 89%,2.828
binarytrees,csharp,2,12,650,0.420,13756,0,0% 0% 100% 13%,0.426
binarytrees,csharp,2,16,650,2.230,55092,0,74% 0% 1% 23%,2.237
binarytrees,csharp,2,20,650,60.070,601712,0,13% 84% 3% 0%,60.087
binarytrees,gcc,5,12,963,0.140,0,0,83% 67% 60% 60%,0.054
binarytrees,gcc,5,16,963,2.980,20200,0,89% 94% 92% 85%,0.836
binarytrees,gcc,5,20,963,68.630,537028,0,95% 95% 97% 96%,17.990
binarytrees,llvmgcc,1,12,706,0.070,0,0,0% 0% 100% 0%,0.075
binarytrees,llvmgcc,1,16,706,1.720,8520,0,0% 0% 1% 100%,1.725
binarytrees,llvmgcc,1,20,706,40.950,131544,0,0% 0% 100% 0%,40.975
binarytrees,clang,1,12,706,0.070,0,0,11% 0% 0% 100%,0.081
binarytrees,clang,1,16,706,1.660,8524,0,2% 0% 100% 1%,1.671
binarytrees,clang,1,20,706,36.360,131544,0,0% 0% 0% 100%,36.385
binarytrees,java,1,12,1007,0.150,0,0,18% 18% 54% 36%,0.107
binarytrees,java,1,16,1007,0.830,77508,0,74% 57% 15% 36%,0.467
binarytrees,java,1,20,1007,18.560,496572,0,71% 61% 31% 46%,8.860
binarytrees,clang,5,12,963,0.140,0,0,83% 83% 67% 50%,0.060
binarytrees,clang,5,16,963,3.190,17780,0,94% 85% 79% 83%,0.947
binarytrees,clang,5,20,963,69.480,484952,0,94% 96% 90% 99%,18.370
chameneosredux,gcc,5,60000,2879,0.030,0,0,100% 5% 67% 50%,0.021
chameneosredux,gcc,5,600000,2879,0.290,0,0,89% 78% 89% 100%,0.085
chameneosredux,gcc,5,6000000,2879,3.080,604,0,99% 93% 94% 98%,0.804
chameneosredux,ghc,4,60000,991,2.120,2544,0,40% 33% 56% 76%,0.807
chameneosredux,ghc,4,600000,991,21.470,2548,0,52% 58% 54% 48%,7.680
chameneosredux,ghc,4,6000000,991,185.840,2536,0,51% 48% 45% 51%,70.446
chameneosredux,java,2,60000,1429,0.480,384,0,50% 52% 52% 55%,0.216
chameneosredux,java,2,600000,1429,3.860,30600,0,75% 71% 76% 45%,1.317
chameneosredux,java,2,6000000,1429,39.600,31048,0,62% 74% 72% 60%,12.956
chameneosredux,gcc,2,60000,1663,0.560,0,0,100% 82% 79% 50%,0.167
chameneosredux,gcc,2,600000,1663,5.840,620,0,90% 86% 54% 89%,1.705
chameneosredux,gcc,2,6000000,1663,48.130,620,0,83% 86% 83% 67%,13.785
chameneosredux,llvmgcc,2,60000,1663,0.570,0,0,94% 94% 53% 89%,0.172
chameneosredux,llvmgcc,2,600000,1663,4.450,616,0,68% 75% 80% 88%,1.286
chameneosredux,llvmgcc,2,6000000,1663,48.090,624,0,84% 81% 71% 88%,13.753
chameneosredux,clang,2,60000,1663,0.640,0,0,76% 89% 53% 78%,0.190
chameneosredux,clang,2,600000,1663,4.720,620,0,88% 91% 58% 85%,1.357
chameneosredux,clang,2,6000000,1663,46.190,624,0,79% 84% 72% 81%,13.278
chameneosredux,csharp,1,60000,1400,1.550,18444,0,35% 32% 36% 79%,0.820
chameneosredux,csharp,1,600000,1400,11.030,20844,0,58% 76% 80% 76%,3.446
chameneosredux,csharp,1,6000000,1400,94.500,21012,0,77% 82% 84% 79%,26.669
chameneosredux,clang,5,60000,2879,0.030,0,0,100% 50% 50% 50%,0.020
chameneosredux,clang,5,600000,2879,0.660,616,0,21% 100% 100% 32%,0.288
chameneosredux,clang,5,6000000,2879,2.470,624,0,97% 100% 100% 95%,0.641
chameneosredux,llvmgcc,5,60000,2879,0.010,0,0,0% 50% 0% 100%,0.013
chameneosredux,llvmgcc,5,600000,2879,0.240,0,0,75% 88% 88% 86%,0.074
chameneosredux,llvmgcc,5,6000000,2879,2.520,620,0,100% 95% 94% 98%,0.662
chameneosredux,java,1,60000,1770,0.600,380,0,31% 53% 55% 53%,0.298
chameneosredux,java,1,600000,1770,1.700,21084,0,45% 34% 26% 47%,1.011
chameneosredux,java,1,6000000,1770,14.790,37152,0,37% 40% 30% 32%,8.899
fannkuchredux,ghc,1,10,544,4.880,3356,0,11% 13% 9% 100%,3.353
fannkuchredux,ghc,1,11,544,63.230,3348,0,45% 22% 28% 38%,42.295
fannkuchredux,ghc,1,12,544,839.830,3624,0,23% 44% 38% 26%,565.152
fannkuchredux,gcc,1,10,508,0.350,320,0,3% 0% 3% 97%,0.371
fannkuchredux,gcc,1,11,508,4.470,316,0,3% 0% 100% 1%,4.475
fannkuchredux,gcc,1,12,508,59.610,316,0,0% 0% 100% 0%,59.627
fannkuchredux,clang,1,10,508,0.460,316,0,0% 0% 100% 2%,0.471
fannkuchredux,clang,1,11,508,5.700,312,0,1% 0% 0% 100%,5.704
fannkuchredux,clang,1,12,508,76.310,316,0,0% 0% 100% 0%,76.337
fannkuchredux,fsharp,1,10,551,1.740,20500,0,1% 0% 1% 93%,1.743
fannkuchredux,fsharp,1,11,551,12.310,20484,0,0% 71% 26% 0%,12.301
fannkuchredux,fsharp,1,12,551,156.070,19704,0,40% 0% 0% 58%,155.963
fannkuchredux,llvmgcc,1,10,508,0.440,316,0,0% 7% 100% 2%,0.447
fannkuchredux,llvmgcc,1,11,508,5.510,320,0,0% 0% 0% 100%,5.522
fannkuchredux,llvmgcc,1,12,508,74.570,316,0,3% 0% 100% 0%,74.593
fannkuchredux,java,2,10,514,0.580,16004,0,2% 0% 8% 98%,0.555
fannkuchredux,java,2,11,514,6.060,15612,0,0% 0% 1% 100%,6.047
fannkuchredux,java,2,12,514,82.670,15960,0,0% 0% 3% 100%,82.664
fannkuchredux,csharp,2,10,564,0.670,12172,0,0% 0% 3% 100%,0.677
fannkuchredux,csharp,2,11,564,4.440,12428,0,0% 1% 100% 0%,4.450
fannkuchredux,csharp,2,12,564,56.910,12172,0,0% 0% 100% 0%,56.929
fannkuchredux,java,3,10,1633,0.580,384,0,67% 67% 64% 86%,0.216
fannkuchredux,java,3,11,1633,3.790,17608,0,91% 92% 97% 95%,1.016
fannkuchredux,java,3,12,1633,45.780,17828,0,99% 99% 99% 100%,11.551
fannkuchredux,java,1,10,1282,0.600,380,0,67% 67% 76% 95%,0.212
fannkuchredux,java,1,11,1282,5.170,15204,0,93% 95% 96% 98%,1.366
fannkuchredux,java,1,12,1282,68.430,15280,0,99% 98% 100% 98%,17.330
fannkuchredux,csharp,3,10,1096,1.070,14768,0,29% 32% 28% 78%,0.642
