name,lang,id,n,size(B),cpu(s),mem(KB),status,load,elapsed(s)
binarytrees,clojure,5,12,689,1.996,41716,0,22% 85% 35% 38%,1.087
binarytrees,clojure,5,16,689,4.488,389488,0,77% 27% 11% 49%,2.733
binarytrees,clojure,5,20,689,42.695,527916,0,33% 73% 12% 14%,32.485
binarytrees,fsharp,3,12,756,0.124,0,0,0% 0% 0% 93%,0.135
binarytrees,fsharp,3,16,756,1.452,27784,0,3% 99% 0% 1%,1.457
binarytrees,fsharp,3,20,756,40.915,156304,0,0% 0% 0% 97%,40.921
binarytrees,ifc,1,12,826,0.108,0,0,0% 0% 92% 0%,0.118
binarytrees,ifc,1,16,826,2.236,4480,0,0% 1% 1% 100%,2.242
binarytrees,ifc,1,20,826,46.355,65728,0,0% 0% 0% 100%,46.374
binarytrees,gcc,5,12,963,0.160,0,0,100% 60% 60% 100%,0.054
binarytrees,gcc,5,16,963,3.144,15616,0,92% 73% 92% 93%,0.917
binarytrees,gcc,5,20,963,66.844,249260,0,95% 97% 95% 99%,17.338
binarytrees,jruby,1,12,412,2.428,75724,0,29% 82% 17% 34%,1.496
binarytrees,jruby,1,16,412,13.705,333980,0,12% 8% 97% 6%,11.274
binarytrees,jruby,1,20,412,396.033,833232,0,46% 11% 10% 60%,313.554
binarytrees,java,2,12,603,0.160,0,0,0% 91% 23% 18%,0.123
binarytrees,java,2,16,603,0.984,107388,0,7% 90% 16% 11%,0.804
binarytrees,java,2,20,603,14.333,459028,0,9% 10% 18% 92%,11.359
binarytrees,python3,7,12,561,0.992,18628,0,60% 65% 66% 91%,0.357
binarytrees,python3,7,16,561,21.929,56308,0,89% 92% 95% 89%,6.023
binarytrees,python3,7,20,561,509.100,553464,0,92% 95% 93% 93%,136.580
binarytrees,ghc,2,12,512,0.064,0,0,14% 17% 71% 25%,0.060
binarytrees,ghc,2,16,512,2.508,9564,0,34% 32% 33% 100%,1.173
binarytrees,ghc,2,20,512,45.995,174632,0,33% 33% 33% 100%,22.821
binarytrees,fsharp,2,12,685,0.176,0,0,0% 0% 0% 100%,0.180
binarytrees,fsharp,2,16,685,2.420,38684,0,41% 59% 1% 0%,2.422
binarytrees,fsharp,2,20,685,76.201,308644,0,0% 99% 0% 0%,76.211
binarytrees,gpp,6,12,892,0.056,0,0,100% 9% 100% 50%,0.020
binarytrees,gpp,6,16,892,0.852,236,0,88% 87% 92% 84%,0.244
binarytrees,gpp,6,20,892,17.689,179188,0,85% 89% 88% 71%,5.308
binarytrees,clojure,2,12,587,4.044,57632,0,53% 56% 56% 91%,1.596
binarytrees,clojure,2,16,587,10.805,395824,0,80% 93% 71% 76%,3.389
binarytrees,clojure,2,20,587,201.869,811600,0,82% 77% 81% 78%,63.771
binarytrees,gnat,4,12,2167,0.060,0,0,0% 50% 25% 25%,0.039
binarytrees,gnat,4,16,2167,0.832,240,0,89% 53% 70% 80%,0.296
binarytrees,gnat,4,20,2167,17.309,118144,0,83% 80% 90% 69%,5.323
binarytrees,clojure,1,12,557,2.696,52580,0,40% 47% 37% 74%,1.352
binarytrees,clojure,1,16,557,8.701,376792,0,15% 10% 8% 98%,6.748
binarytrees,clojure,1,20,557,127.868,554904,0,46% 58% 5% 5%,113.921
binarytrees,ghc,1,12,512,0.044,0,0,0% 0% 0% 100%,0.040
binarytrees,ghc,1,16,512,2.260,9592,0,32% 32% 99% 34%,1.097
binarytrees,ghc,1,20,512,43.959,174596,0,31% 31% 31% 100%,22.282
binarytrees,csharp,2,12,650,0.108,0,0,15% 85% 0% 0%,0.125
binarytrees,csharp,2,16,650,1.632,32548,0,4% 2% 13% 100%,1.634
binarytrees,csharp,2,20,650,46.239,281124,0,55% 45% 0% 0%,46.253
binarytrees,gcc,1,12,706,0.068,0,0,0% 0% 0% 100%,0.071
binarytrees,gcc,1,16,706,1.488,4504,0,0% 0% 100% 1%,1.490
